ticket_id,created_at,resolved_at,week,issue_type,priority,status,system_name,entity,request_channel,assigned_to,resolution_owner,time_spent_hours,sla_target_hours,change_type
TCK-00337,2026-04-11 13:25:00,2026-04-15 08:25:00,2026-W14,Change Request,P3,Cancelled,AP Portal,ATJ,Email,Engineer 01,Engineer 13,9.52,72,Normal Change
TCK-00338,2026-04-27 17:11:00,2026-04-29 09:11:00,2026-W17,Change Request,P4,Closed,SAP,ATD II,Phone,Engineer 08,Engineer 08,21.27,120,Normal Change
TCK-00339,2026-06-04 13:00:00,,2026-W22,Service Request,P3,In Progress,AP Portal,AC,Teams,Engineer 03,Engineer 03,0.25,72,NA
TCK-00340,2026-06-01 16:34:00,,2026-W22,Change Request,P3,In Progress,Finance System,ATJ,Teams,Engineer 03,Engineer 18,12.33,72,Normal Change
TCK-00341,2026-06-01 19:24:00,,2026-W22,Service Request,P4,In Progress,SAP,AC,Monitoring,Engineer 14,Engineer 02,20.75,120,NA
TCK-00342,2026-05-25 08:00:00,,2026-W21,Service Request,P4,Open,Quality System,ATD,Phone,Engineer 17,Engineer 10,33.46,120,NA
TCK-00343,2026-05-21 18:04:00,2026-05-25 19:04:00,2026-W20,Service Request,P3,Closed,Quality System,ATD II,Email,Engineer 18,Engineer 18,12.49,72,NA
TCK-00344,2026-05-26 19:08:00,2026-05-28 02:08:00,2026-W21,Service Request,P2,Closed,AP Portal,ATJ,Teams,Engineer 09,Engineer 09,2.54,24,NA
TCK-00345,2026-05-31 10:00:00,,2026-W22,Incident,P3,Pending,HR System,ATD II,Service Portal,Engineer 18,Engineer 04,4.97,72,NA
TCK-00346,2026-06-04 07:00:00,,2026-W22,Service Request,P4,Pending,SAP,AC,Teams,Engineer 14,Engineer 03,24.92,120,NA
TCK-00347,2026-03-29 12:31:00,2026-04-02 08:31:00,2026-W13,Service Request,P3,Resolved,API Gateway,AC,Email,Engineer 15,Engineer 15,16.39,72,NA
TCK-00348,2026-05-09 14:18:00,2026-05-13 05:18:00,2026-W18,Service Request,P3,Closed,WMS,AC,Email,Engineer 10,Engineer 10,13.5,72,NA
TCK-00349,2026-04-07 17:08:00,2026-04-08 06:08:00,2026-W14,Incident,P2,Resolved,SAP,AC,Email,Engineer 11,Engineer 11,5.4,24,NA
TCK-00350,2026-06-04 13:00:00,,2026-W22,Incident,P3,In Progress,SAP,AC,Phone,Engineer 09,Engineer 05,9.77,72,NA
TCK-00351,2026-04-23 10:47:00,2026-04-27 23:47:00,2026-W16,Change Request,P2,Closed,SAP,AC,Phone,Engineer 10,Engineer 10,3.13,24,Normal Change
TCK-00352,2026-06-04 01:00:00,,2026-W22,Incident,P4,Pending,SAP,ATD II,Monitoring,Engineer 11,Engineer 08,0.64,120,NA
TCK-00353,2026-05-26 16:30:00,2026-05-29 18:30:00,2026-W21,Service Request,P3,Closed,HR System,ATD,Monitoring,Engineer 02,Engineer 02,9.38,72,NA
TCK-00354,2026-03-31 11:11:00,2026-04-05 01:11:00,2026-W13,Service Request,P4,Closed,HR System,ATJ,Teams,Engineer 05,Engineer 05,33.86,120,NA
TCK-00355,2026-04-15 08:02:00,2026-04-16 09:02:00,2026-W15,Change Request,P3,Resolved,API Gateway,AC,Email,Engineer 11,Engineer 11,16.87,72,Normal Change
TCK-00356,2026-04-27 09:26:00,2026-05-01 18:26:00,2026-W17,Change Request,P3,Resolved,WMS,ATJ,Phone,Engineer 05,Engineer 05,13.12,72,Normal Change
TCK-00357,2026-06-03 18:52:00,,2026-W22,Service Request,P4,Open,WMS,ATJ,Phone,Engineer 03,Engineer 04,16.81,120,NA
TCK-00358,2026-04-22 18:51:00,2026-04-23 09:51:00,2026-W16,Hot Fix,P2,Cancelled,Finance System,ATJ,Email,Engineer 16,Engineer 03,3.26,24,NA
TCK-00359,2026-06-03 14:00:00,,2026-W22,Incident,P4,In Progress,API Gateway,ATD II,Monitoring,Engineer 06,Engineer 03,20.21,120,NA
TCK-00360,2026-04-28 08:57:00,2026-05-04 21:57:00,2026-W17,Incident,P3,Resolved,Finance System,ATJ,Teams,Engineer 06,Engineer 06,7.58,72,NA
TCK-00361,2026-03-20 19:32:00,2026-03-24 08:32:00,2026-W11,Incident,P3,Resolved,AP Portal,ATJ,Email,Engineer 05,Engineer 05,15.32,72,NA
TCK-00362,2026-04-02 18:19:00,2026-04-04 05:19:00,2026-W13,Change Request,P1,Closed,MES,ATD II,Email,Engineer 07,Engineer 07,0.77,8,Normal Change
TCK-00363,2026-05-01 15:58:00,2026-05-03 22:58:00,2026-W17,Service Request,P4,Closed,AP Portal,AC,Monitoring,Engineer 18,Engineer 18,20.59,120,NA
TCK-00364,2026-05-16 09:43:00,2026-05-17 12:43:00,2026-W19,Hot Fix,P2,Closed,API Gateway,ATJ,Phone,Engineer 02,Engineer 02,4.35,24,NA
TCK-00365,2026-05-27 14:51:00,2026-05-29 05:51:00,2026-W21,Service Request,P2,Cancelled,SAP,ATD,Phone,Engineer 15,Engineer 06,1.65,24,NA
TCK-00366,2026-05-31 04:00:00,,2026-W22,Change Request,P3,In Progress,WMS,ATD II,Phone,Engineer 15,Engineer 12,13.24,72,Normal Change
TCK-00367,2026-06-02 21:00:00,,2026-W22,Incident,P3,In Progress,Finance System,ATD,Email,Engineer 15,Engineer 03,13.72,72,NA
TCK-00368,2026-05-29 20:00:00,,2026-W21,Service Request,P4,Pending,Finance System,ATD II,Monitoring,Engineer 18,Engineer 02,20.56,120,NA
TCK-00369,2026-03-27 14:01:00,2026-03-30 05:01:00,2026-W12,Hot Fix,P1,Closed,SAP,ATD,Service Portal,Engineer 09,Engineer 09,0.79,8,NA
TCK-00370,2026-06-01 18:00:00,,2026-W22,Change Request,P3,Pending,Finance System,AC,Monitoring,Engineer 10,Engineer 10,4.22,72,Emergency Change
TCK-00371,2026-04-10 19:11:00,2026-04-13 20:11:00,2026-W14,Hot Fix,P3,Resolved,Finance System,AC,Teams,Engineer 11,Engineer 11,7.5,72,NA
TCK-00372,2026-06-01 15:00:00,,2026-W22,Incident,P4,Pending,SAP,ATD,Monitoring,Engineer 16,Engineer 08,13.09,120,NA
TCK-00373,2026-05-31 16:00:00,,2026-W22,Incident,P3,Pending,API Gateway,ATJ,Service Portal,Engineer 02,Engineer 02,7.44,72,NA
TCK-00374,2026-06-04 02:00:00,,2026-W22,Service Request,P4,Pending,API Gateway,ATJ,Teams,Engineer 03,Engineer 08,17.34,120,NA
TCK-00375,2026-06-02 04:00:00,,2026-W22,Incident,P3,In Progress,MES,AC,Email,Engineer 02,Engineer 16,11.59,72,NA
TCK-00376,2026-04-08 16:51:00,2026-04-12 02:51:00,2026-W14,Hot Fix,P3,Resolved,WMS,AC,Service Portal,Engineer 16,Engineer 16,17.01,72,NA
TCK-00377,2026-06-03 19:22:00,,2026-W22,Service Request,P3,Open,API Gateway,AC,Service Portal,Engineer 16,Engineer 17,14.43,72,NA
TCK-00378,2026-05-22 23:00:00,,2026-W20,Change Request,P4,In Progress,SAP,ATJ,Phone,Engineer 18,Engineer 15,16.75,120,Normal Change
TCK-00379,2026-06-01 03:00:00,,2026-W22,Service Request,P3,In Progress,Quality System,ATJ,Email,Engineer 01,Engineer 14,15.1,72,NA
TCK-00380,2026-04-10 18:05:00,2026-04-15 22:05:00,2026-W14,Incident,P4,Resolved,SAP,AC,Monitoring,Engineer 15,Engineer 15,21.7,120,NA
TCK-00381,2026-05-18 12:39:00,2026-05-19 15:39:00,2026-W20,Change Request,P4,Resolved,Finance System,ATD,Service Portal,Engineer 10,Engineer 10,24.88,120,Normal Change
TCK-00382,2026-06-01 06:00:00,,2026-W22,Incident,P3,Open,MES,ATD,Email,Engineer 05,Engineer 17,8.17,72,NA
TCK-00383,2026-06-03 06:00:00,,2026-W22,Change Request,P2,In Progress,HR System,ATD II,Email,Engineer 15,Engineer 03,3.05,24,Normal Change
TCK-00384,2026-06-02 20:00:00,,2026-W22,Service Request,P2,In Progress,SAP,ATD II,Phone,Engineer 07,Engineer 05,3.08,24,NA
TCK-00385,2026-05-29 06:00:00,,2026-W21,Incident,P4,In Progress,AP Portal,ATD II,Teams,Engineer 09,Engineer 03,17.35,120,NA
TCK-00386,2026-05-30 17:40:00,2026-06-02 22:40:00,2026-W21,Incident,P3,Resolved,AP Portal,ATD II,Service Portal,Engineer 04,Engineer 04,9.22,72,NA
TCK-00387,2026-06-02 09:00:00,,2026-W22,Change Request,P2,In Progress,MES,ATJ,Phone,Engineer 15,Engineer 14,1.98,24,Emergency Change
TCK-00388,2026-05-18 18:15:00,2026-05-19 06:15:00,2026-W20,Service Request,P2,Resolved,SAP,ATJ,Monitoring,Engineer 12,Engineer 12,2.3,24,NA
TCK-00389,2026-05-29 10:00:00,,2026-W21,Change Request,P4,Open,API Gateway,ATJ,Service Portal,Engineer 09,Engineer 17,6.43,120,Standard Change
TCK-00390,2026-04-19 11:39:00,2026-04-20 20:39:00,2026-W16,Service Request,P2,Resolved,MES,ATD,Email,Engineer 02,Engineer 02,3.28,24,NA
TCK-00391,2026-05-27 21:00:00,,2026-W21,Incident,P3,Pending,SAP,ATD,Monitoring,Engineer 11,Engineer 16,8.44,72,NA
TCK-00392,2026-06-03 20:00:00,,2026-W22,Service Request,P2,Open,API Gateway,ATD,Email,Engineer 06,Engineer 06,1.32,24,NA
TCK-00393,2026-05-31 08:00:00,,2026-W22,Incident,P4,Open,WMS,ATD,Teams,Engineer 18,Engineer 10,5.72,120,NA
TCK-00394,2026-06-02 08:56:00,2026-06-02 20:56:00,2026-W22,Service Request,P3,Resolved,API Gateway,ATJ,Phone,Engineer 11,Engineer 11,10.13,72,NA
TCK-00395,2026-05-02 13:12:00,2026-05-05 11:12:00,2026-W17,Service Request,P3,Cancelled,AP Portal,ATD,Monitoring,Engineer 18,Engineer 01,11.8,72,NA
TCK-00396,2026-05-31 13:00:00,,2026-W22,Incident,P3,Open,HR System,ATD II,Phone,Engineer 16,Engineer 12,5.94,72,NA
TCK-00397,2026-04-20 13:28:00,2026-04-22 10:28:00,2026-W16,Hot Fix,P2,Resolved,MES,ATD,Phone,Engineer 06,Engineer 06,3.62,24,NA
TCK-00398,2026-06-04 13:00:00,,2026-W22,Service Request,P2,In Progress,Finance System,ATJ,Service Portal,Engineer 01,Engineer 12,5.99,24,NA
TCK-00399,2026-05-06 13:00:00,2026-05-07 02:00:00,2026-W18,Incident,P1,Resolved,HR System,ATD II,Teams,Engineer 03,Engineer 03,1.76,8,NA
TCK-00400,2026-06-04 14:00:00,,2026-W22,Change Request,P3,Open,HR System,ATJ,Phone,Engineer 11,Engineer 15,10.59,72,Normal Change
TCK-00401,2026-03-22 19:33:00,2026-03-23 12:33:00,2026-W12,Hot Fix,P1,Closed,WMS,ATD II,Email,Engineer 04,Engineer 04,1.79,8,NA
TCK-00402,2026-03-16 08:37:00,2026-03-16 23:37:00,2026-W11,Incident,P3,Closed,Quality System,ATD,Teams,Engineer 09,Engineer 09,11.38,72,NA
TCK-00403,2026-05-21 09:57:00,2026-05-26 23:57:00,2026-W20,Incident,P4,Closed,SAP,ATD,Email,Engineer 12,Engineer 12,21.85,120,NA
TCK-00404,2026-05-12 14:41:00,2026-05-17 04:41:00,2026-W19,Change Request,P4,Closed,API Gateway,ATD,Email,Engineer 18,Engineer 18,18.8,120,Standard Change
TCK-00405,2026-06-01 04:00:00,,2026-W22,Incident,P2,In Progress,Quality System,ATD,Service Portal,Engineer 12,Engineer 18,3.5,24,NA
TCK-00406,2026-05-10 14:24:00,2026-05-11 18:24:00,2026-W19,Change Request,P2,Resolved,SAP,ATD,Service Portal,Engineer 05,Engineer 05,2.71,24,Normal Change
TCK-00407,2026-05-31 18:00:00,,2026-W22,Change Request,P3,Pending,API Gateway,ATD,Email,Engineer 04,Engineer 04,7.1,72,Emergency Change
TCK-00408,2026-06-03 17:00:00,,2026-W22,Incident,P2,Open,API Gateway,ATD II,Phone,Engineer 03,Engineer 10,5.2,24,NA
TCK-00409,2026-04-14 16:45:00,2026-04-15 03:45:00,2026-W15,Incident,P2,Resolved,Finance System,ATD,Monitoring,Engineer 15,Engineer 15,3.08,24,NA
TCK-00410,2026-06-03 04:00:00,,2026-W22,Service Request,P3,In Progress,SAP,ATJ,Monitoring,Engineer 17,Engineer 11,7.37,72,NA
TCK-00411,2026-06-03 19:00:00,,2026-W22,Service Request,P2,Pending,API Gateway,ATD,Service Portal,Engineer 06,Engineer 12,4.3,24,NA
TCK-00412,2026-06-02 15:00:00,,2026-W22,Incident,P4,Pending,SAP,ATD II,Monitoring,Engineer 12,Engineer 09,10.04,120,NA
TCK-00413,2026-05-31 04:00:00,,2026-W22,Change Request,P3,Pending,SAP,AC,Monitoring,Engineer 01,Engineer 16,3.27,72,Standard Change
TCK-00414,2026-05-29 02:00:00,,2026-W21,Change Request,P1,Pending,API Gateway,ATD,Service Portal,Engineer 09,Engineer 05,1.69,8,Emergency Change
TCK-00415,2026-06-02 06:00:00,,2026-W22,Incident,P2,In Progress,WMS,AC,Service Portal,Engineer 06,Engineer 06,1.87,24,NA
TCK-00416,2026-03-28 14:06:00,2026-03-29 19:06:00,2026-W12,Service Request,P2,Resolved,HR System,ATD,Phone,Engineer 05,Engineer 05,3.16,24,NA
TCK-00417,2026-04-28 11:04:00,2026-04-28 17:04:00,2026-W17,Hot Fix,P2,Closed,Finance System,ATD,Monitoring,Engineer 01,Engineer 01,4.07,24,NA
TCK-00418,2026-05-11 14:17:00,2026-05-14 12:17:00,2026-W19,Change Request,P3,Resolved,API Gateway,ATD II,Phone,Engineer 14,Engineer 14,7.55,72,Emergency Change
TCK-00419,2026-06-03 18:01:00,2026-06-04 03:01:00,2026-W22,Incident,P2,Closed,WMS,ATJ,Service Portal,Engineer 13,Engineer 13,1.04,24,NA
TCK-00420,2026-06-01 06:00:00,,2026-W22,Incident,P3,Open,SAP,ATJ,Phone,Engineer 09,Engineer 13,13.24,72,NA
TCK-00421,2026-05-31 17:36:00,2026-06-01 02:36:00,2026-W22,Incident,P2,Closed,WMS,ATD,Monitoring,Engineer 10,Engineer 10,5.66,24,NA
TCK-00422,2026-04-22 10:37:00,2026-04-23 08:37:00,2026-W16,Change Request,P3,Resolved,SAP,ATD,Email,Engineer 05,Engineer 05,10.8,72,Normal Change
TCK-00423,2026-04-14 13:27:00,2026-04-20 08:27:00,2026-W15,Incident,P3,Closed,SAP,ATJ,Monitoring,Engineer 06,Engineer 06,4.02,72,NA
TCK-00424,2026-06-03 22:00:00,,2026-W22,Service Request,P3,Open,AP Portal,ATD,Phone,Engineer 18,Engineer 16,14.1,72,NA
TCK-00425,2026-05-13 18:40:00,2026-05-16 09:40:00,2026-W19,Incident,P4,Resolved,Finance System,ATD,Monitoring,Engineer 07,Engineer 07,21.42,120,NA
TCK-00426,2026-05-29 16:22:00,2026-05-31 10:22:00,2026-W21,Incident,P4,Closed,SAP,ATD II,Service Portal,Engineer 08,Engineer 08,15.76,120,NA
TCK-00427,2026-06-02 21:00:00,,2026-W22,Service Request,P3,In Progress,Quality System,ATD,Phone,Engineer 15,Engineer 02,3.03,72,NA
TCK-00428,2026-05-08 13:06:00,2026-05-09 07:06:00,2026-W18,Service Request,P4,Closed,AP Portal,ATD II,Teams,Engineer 17,Engineer 17,9.46,120,NA
TCK-00429,2026-06-03 20:00:00,,2026-W22,Incident,P2,Pending,Finance System,ATD,Service Portal,Engineer 10,Engineer 14,2.85,24,NA
TCK-00430,2026-03-19 16:12:00,2026-03-21 17:12:00,2026-W11,Incident,P3,Resolved,SAP,AC,Phone,Engineer 02,Engineer 02,1.85,72,NA
TCK-00431,2026-05-15 19:02:00,2026-05-18 09:02:00,2026-W19,Incident,P3,Closed,AP Portal,ATD II,Email,Engineer 10,Engineer 10,8.06,72,NA
TCK-00432,2026-04-15 16:41:00,2026-04-18 07:41:00,2026-W15,Incident,P2,Resolved,Quality System,AC,Email,Engineer 13,Engineer 13,5.28,24,NA
TCK-00433,2026-06-04 03:00:00,,2026-W22,Hot Fix,P2,Pending,API Gateway,ATD,Teams,Engineer 02,Engineer 08,3.36,24,NA
TCK-00434,2026-06-02 21:00:00,,2026-W22,Service Request,P2,In Progress,API Gateway,ATJ,Email,Engineer 15,Engineer 04,1.89,24,NA
TCK-00435,2026-03-31 16:27:00,2026-04-01 23:27:00,2026-W13,Incident,P3,Closed,MES,ATD,Monitoring,Engineer 12,Engineer 12,4.24,72,NA
TCK-00436,2026-05-07 19:11:00,2026-05-10 03:11:00,2026-W18,Incident,P2,Resolved,MES,ATD II,Teams,Engineer 13,Engineer 13,5.91,24,NA
TCK-00437,2026-05-28 23:00:00,,2026-W21,Service Request,P2,Pending,API Gateway,ATD II,Monitoring,Engineer 13,Engineer 17,2.13,24,NA
TCK-00438,2026-06-04 03:00:00,,2026-W22,Change Request,P3,In Progress,SAP,ATD II,Service Portal,Engineer 03,Engineer 07,6.95,72,Emergency Change
TCK-00439,2026-06-01 11:00:00,,2026-W22,Service Request,P4,Pending,AP Portal,ATD,Teams,Engineer 12,Engineer 10,24.32,120,NA
TCK-00440,2026-06-03 22:00:00,,2026-W22,Hot Fix,P1,Pending,WMS,AC,Email,Engineer 07,Engineer 11,1.85,8,NA
TCK-00441,2026-05-23 10:38:00,2026-06-02 15:38:00,2026-W20,Change Request,P4,Resolved,SAP,ATJ,Email,Engineer 02,Engineer 02,20.4,120,Normal Change
TCK-00442,2026-06-02 21:00:00,,2026-W22,Incident,P4,Open,Quality System,ATD II,Phone,Engineer 07,Engineer 05,20.58,120,NA
TCK-00443,2026-05-29 21:00:00,,2026-W21,Hot Fix,P4,Pending,WMS,AC,Teams,Engineer 12,Engineer 06,19.48,120,NA
TCK-00444,2026-06-02 18:00:00,,2026-W22,Incident,P2,Pending,Quality System,ATJ,Phone,Engineer 13,Engineer 16,4.18,24,NA
TCK-00445,2026-05-30 13:00:00,,2026-W21,Service Request,P4,Open,HR System,AC,Teams,Engineer 06,Engineer 09,6.02,120,NA
TCK-00446,2026-03-31 15:27:00,2026-04-01 20:27:00,2026-W13,Change Request,P4,Resolved,Finance System,ATJ,Phone,Engineer 02,Engineer 02,31.01,120,Emergency Change
TCK-00447,2026-05-05 17:25:00,2026-05-09 10:25:00,2026-W18,Incident,P3,Resolved,Quality System,ATD,Monitoring,Engineer 02,Engineer 02,18.5,72,NA
TCK-00448,2026-06-02 20:00:00,,2026-W22,Service Request,P4,Open,AP Portal,ATJ,Teams,Engineer 09,Engineer 10,15.38,120,NA
TCK-00449,2026-06-04 11:00:00,,2026-W22,Service Request,P2,Pending,Finance System,ATJ,Monitoring,Engineer 17,Engineer 12,4.23,24,NA
TCK-00450,2026-06-03 16:14:00,,2026-W22,Change Request,P3,Pending,Finance System,ATD II,Teams,Engineer 09,Engineer 03,8.39,72,Standard Change
TCK-00451,2026-03-28 17:52:00,2026-03-30 10:52:00,2026-W12,Incident,P3,Closed,Finance System,AC,Monitoring,Engineer 05,Engineer 05,12.99,72,NA
TCK-00452,2026-04-26 15:47:00,2026-04-27 18:47:00,2026-W17,Service Request,P4,Resolved,MES,ATD,Teams,Engineer 10,Engineer 10,24.73,120,NA
TCK-00453,2026-05-24 13:47:00,2026-05-25 23:47:00,2026-W21,Incident,P2,Closed,API Gateway,ATD II,Phone,Engineer 07,Engineer 07,1.84,24,NA
TCK-00454,2026-06-02 21:00:00,,2026-W22,Incident,P3,Open,SAP,ATD,Teams,Engineer 03,Engineer 18,4.79,72,NA
TCK-00455,2026-04-01 09:20:00,2026-04-03 07:20:00,2026-W13,Service Request,P2,Resolved,Quality System,AC,Email,Engineer 02,Engineer 02,3.57,24,NA
TCK-00456,2026-06-04 13:00:00,,2026-W22,Service Request,P3,Pending,WMS,AC,Monitoring,Engineer 09,Engineer 02,12.86,72,NA
TCK-00457,2026-05-03 18:34:00,2026-05-08 07:34:00,2026-W18,Change Request,P4,Resolved,API Gateway,ATD II,Monitoring,Engineer 04,Engineer 04,13.23,120,Standard Change
TCK-00458,2026-05-08 09:49:00,2026-05-10 17:49:00,2026-W18,Incident,P3,Resolved,API Gateway,ATD II,Service Portal,Engineer 17,Engineer 17,18.69,72,NA
TCK-00459,2026-05-26 14:00:00,,2026-W21,Service Request,P4,In Progress,Finance System,AC,Teams,Engineer 03,Engineer 02,3.09,120,NA
TCK-00460,2026-05-29 05:00:00,,2026-W21,Incident,P4,Pending,SAP,ATD,Phone,Engineer 10,Engineer 16,13.33,120,NA
TCK-00461,2026-06-03 11:00:00,,2026-W22,Service Request,P1,Pending,SAP,ATD,Monitoring,Engineer 08,Engineer 01,1.3,8,NA
TCK-00462,2026-06-03 07:00:00,,2026-W22,Change Request,P2,Open,AP Portal,ATD,Service Portal,Engineer 09,Engineer 02,5.78,24,Standard Change
TCK-00463,2026-05-24 11:15:00,2026-05-26 18:15:00,2026-W21,Service Request,P3,Resolved,Finance System,ATJ,Email,Engineer 02,Engineer 02,12.88,72,NA
TCK-00464,2026-06-03 22:00:00,,2026-W22,Incident,P3,Open,WMS,ATJ,Service Portal,Engineer 07,Engineer 10,8.06,72,NA
TCK-00465,2026-04-19 18:34:00,2026-04-21 22:34:00,2026-W16,Change Request,P3,Closed,API Gateway,ATD II,Teams,Engineer 06,Engineer 06,7.86,72,Standard Change
TCK-00466,2026-05-31 04:00:00,,2026-W22,Change Request,P4,Open,SAP,AC,Teams,Engineer 08,Engineer 13,6.99,120,Normal Change
TCK-00467,2026-06-04 14:00:00,,2026-W22,Change Request,P2,In Progress,SAP,AC,Monitoring,Engineer 03,Engineer 18,4.03,24,Normal Change
TCK-00468,2026-04-14 12:22:00,2026-04-16 01:22:00,2026-W15,Change Request,P2,Resolved,AP Portal,ATJ,Phone,Engineer 08,Engineer 08,2.19,24,Normal Change
TCK-00469,2026-06-01 18:00:00,,2026-W22,Incident,P3,In Progress,Finance System,ATJ,Monitoring,Engineer 10,Engineer 10,7.55,72,NA
TCK-00470,2026-05-11 18:14:00,2026-05-15 22:14:00,2026-W19,Incident,P3,Resolved,Quality System,ATJ,Email,Engineer 02,Engineer 02,14.35,72,NA
TCK-00471,2026-05-13 10:30:00,2026-05-14 13:30:00,2026-W19,Change Request,P2,Closed,API Gateway,ATD II,Email,Engineer 03,Engineer 03,2.36,24,Normal Change
TCK-00472,2026-03-30 14:42:00,2026-03-30 15:42:00,2026-W13,Incident,P4,Resolved,API Gateway,ATD II,Service Portal,Engineer 02,Engineer 02,33.37,120,NA
TCK-00473,2026-05-30 12:00:00,,2026-W21,Incident,P4,Open,SAP,AC,Monitoring,Engineer 18,Engineer 04,23.81,120,NA
TCK-00474,2026-06-03 12:00:00,,2026-W22,Service Request,P3,In Progress,MES,ATD II,Service Portal,Engineer 02,Engineer 09,7.89,72,NA
TCK-00475,2026-05-24 13:44:00,2026-05-24 19:44:00,2026-W21,Change Request,P2,Resolved,API Gateway,ATJ,Monitoring,Engineer 01,Engineer 01,5.17,24,Normal Change
TCK-00476,2026-06-03 00:00:00,,2026-W22,Hot Fix,P3,In Progress,AP Portal,ATD II,Monitoring,Engineer 03,Engineer 04,12.83,72,NA
TCK-00477,2026-05-15 11:36:00,2026-05-16 19:36:00,2026-W19,Service Request,P2,Closed,SAP,ATD,Teams,Engineer 10,Engineer 10,0.25,24,NA
TCK-00478,2026-04-05 12:28:00,2026-04-11 12:28:00,2026-W14,Service Request,P4,Closed,Quality System,ATD,Service Portal,Engineer 06,Engineer 06,8.13,120,NA
TCK-00479,2026-03-30 18:18:00,2026-04-04 04:18:00,2026-W13,Incident,P3,Closed,SAP,ATJ,Teams,Engineer 15,Engineer 15,11.92,72,NA
TCK-00480,2026-06-01 06:00:00,,2026-W22,Incident,P1,Open,Finance System,AC,Teams,Engineer 15,Engineer 01,0.56,8,NA
TCK-00481,2026-06-02 14:00:00,,2026-W22,Change Request,P3,Pending,Finance System,ATJ,Email,Engineer 11,Engineer 08,4.1,72,Emergency Change
TCK-00482,2026-05-10 16:19:00,2026-05-14 14:19:00,2026-W19,Service Request,P3,Resolved,WMS,AC,Service Portal,Engineer 01,Engineer 01,7.54,72,NA
TCK-00483,2026-05-31 03:00:00,,2026-W22,Incident,P2,Pending,MES,AC,Phone,Engineer 16,Engineer 14,3.01,24,NA
TCK-00484,2026-04-21 12:24:00,2026-04-25 18:24:00,2026-W16,Change Request,P3,Closed,HR System,ATJ,Email,Engineer 11,Engineer 11,9.99,72,Normal Change
TCK-00485,2026-06-03 03:00:00,,2026-W22,Service Request,P3,In Progress,WMS,AC,Teams,Engineer 08,Engineer 05,9.04,72,NA
TCK-00486,2026-04-14 08:08:00,2026-04-23 06:08:00,2026-W15,Incident,P4,Cancelled,Quality System,ATJ,Service Portal,Engineer 14,Engineer 16,28.16,120,NA
TCK-00487,2026-06-04 04:00:00,,2026-W22,Service Request,P3,Open,MES,ATD,Service Portal,Engineer 02,Engineer 09,17.97,72,NA
TCK-00488,2026-03-19 14:18:00,2026-03-20 23:18:00,2026-W11,Service Request,P3,Resolved,API Gateway,ATD,Phone,Engineer 11,Engineer 11,10.15,72,NA
TCK-00489,2026-04-17 19:38:00,2026-04-20 06:38:00,2026-W15,Service Request,P2,Resolved,SAP,AC,Monitoring,Engineer 10,Engineer 10,3.03,24,NA
TCK-00490,2026-03-27 09:36:00,2026-04-02 03:36:00,2026-W12,Incident,P4,Resolved,WMS,AC,Email,Engineer 10,Engineer 10,8.43,120,NA
TCK-00491,2026-06-04 10:00:00,,2026-W22,Incident,P1,Pending,API Gateway,ATJ,Monitoring,Engineer 07,Engineer 06,1.21,8,NA
TCK-00492,2026-05-25 12:54:00,2026-05-29 03:54:00,2026-W21,Incident,P3,Cancelled,HR System,ATD II,Teams,Engineer 16,Engineer 03,17.14,72,NA
TCK-00493,2026-06-01 06:00:00,,2026-W22,Incident,P3,Pending,Quality System,AC,Monitoring,Engineer 03,Engineer 17,9.42,72,NA
TCK-00494,2026-04-26 18:06:00,2026-04-28 13:06:00,2026-W17,Incident,P2,Closed,SAP,ATD,Teams,Engineer 13,Engineer 13,2.23,24,NA
TCK-00495,2026-05-04 12:01:00,2026-05-13 08:01:00,2026-W18,Change Request,P4,Closed,WMS,ATJ,Service Portal,Engineer 01,Engineer 01,0.25,120,Emergency Change
TCK-00496,2026-06-01 07:00:00,,2026-W22,Change Request,P3,Open,API Gateway,AC,Email,Engineer 18,Engineer 11,7.09,72,Normal Change
TCK-00497,2026-03-22 14:51:00,2026-03-24 16:51:00,2026-W12,Incident,P3,Resolved,HR System,ATD II,Service Portal,Engineer 15,Engineer 15,13.52,72,NA
TCK-00498,2026-06-04 02:00:00,,2026-W22,Service Request,P2,Pending,SAP,ATD II,Teams,Engineer 04,Engineer 11,1.79,24,NA
TCK-00499,2026-05-30 03:00:00,,2026-W21,Incident,P4,Pending,MES,ATJ,Email,Engineer 06,Engineer 10,26.78,120,NA
TCK-00500,2026-03-26 13:46:00,2026-03-30 22:46:00,2026-W12,Incident,P4,Closed,Quality System,ATJ,Phone,Engineer 13,Engineer 13,17.13,120,NA
TCK-00501,2026-06-03 01:00:00,,2026-W22,Service Request,P2,Open,Quality System,ATJ,Email,Engineer 09,Engineer 10,3.46,24,NA
TCK-00502,2026-03-23 17:23:00,2026-03-26 20:23:00,2026-W12,Change Request,P3,Cancelled,SAP,ATJ,Teams,Engineer 02,Engineer 06,13.04,72,Normal Change
TCK-00503,2026-06-01 07:00:00,,2026-W22,Incident,P4,In Progress,Quality System,ATD,Teams,Engineer 15,Engineer 17,24.54,120,NA
TCK-00504,2026-06-02 07:00:00,,2026-W22,Service Request,P2,Open,API Gateway,ATJ,Phone,Engineer 16,Engineer 04,2.3,24,NA
TCK-00505,2026-05-23 08:01:00,2026-05-26 08:01:00,2026-W20,Incident,P4,Closed,API Gateway,ATD,Email,Engineer 02,Engineer 02,10.89,120,NA
